    ---------------------------------------------------------------------------,,,,,,,
    *                                                                      ,,,,,,,
    * Data units = mm                            ,,,,,,,
    * TOP/BOTTOM,REFDES,PCB_x,PCB_y,ROTATION,VALUE,FOOTPRINT,
  SMD_BOTTOM,R1465,134.1,55.35,180,0,RC1005,
  SMD_BOTTOM,R201,87.75,99,0,R/DNI,RC1005,
  SMD_BOTTOM,R202,87.75,98,0,R/DNI,RC1005,
  SMD_BOTTOM,R207,87.75,100,0,R/DNI,RC1005,
  SMD_BOTTOM,R220,87.75,83.75,0,R/DNI,RC1005,
  SMD_BOTTOM,R221,87.75,82.75,0,R/DNI,RC1005,
  SMD_BOTTOM,R223,87.75,84.75,0,R/DNI,RC1005,
  SMD_BOTTOM,R225,28.5,11.5,270,22,RC1005,
  SMD_BOTTOM,R229,34.5,11.5,270,22,RC1005,
  SMD_BOTTOM,R231,26.5,11.5,270,22,RC1005,
  SMD_BOTTOM,R234,27.5,11.5,270,22,RC1005,
  SMD_BOTTOM,R238,33.5,11.5,270,22,RC1005,
  SMD_BOTTOM,R247,31.5,11.5,270,22,RC1005,
  SMD_BOTTOM,R248,24.5,11.5,270,22,RC1005,
  SMD_BOTTOM,R25,107,13.75,90,0/DNI,RC1005,
  SMD_BOTTOM,R250,29.5,11.5,270,22,RC1005,
  SMD_BOTTOM,R256,30.5,11.5,270,22,RC1005,
  SMD_BOTTOM,R257,25.5,11.5,270,22,RC1005,
  SMD_BOTTOM,R259,32.5,11.5,270,22,RC1005,
  SMD_BOTTOM,R260,23.5,11.5,270,22,RC1005,
  SMD_BOTTOM,R27,106,13.75,90,0/DNI,RC1005,
  SMD_BOTTOM,R270,42,14,180,100K,RC1608,
  SMD_BOTTOM,R278,37.5,15,0,10K,RC1608,
  SMD_BOTTOM,R284,37.5,16.75,0,10K,RC1608,
  SMD_BOTTOM,R29,101.25,13.75,90,0/DNI,RC1005,
  SMD_BOTTOM,R290,37.5,18.5,0,10K,RC1608,
  SMD_BOTTOM,R291,26,24,270,2K,RC1005,
  SMD_BOTTOM,R292,26.8,24,270,2K,RC1005,
  SMD_BOTTOM,R301,26.4,22,180,6.04K,RC1005,
  SMD_BOTTOM,R31,97.25,10.25,0,0,RC1005,
  SMD_BOTTOM,R32,97.25,9.25,0,0/DNI,RC1005,
  SMD_BOTTOM,R356,31.25,95.625,0,26.1K,RC3216,
  SMD_BOTTOM,R357,31.25,98.625,0,26.1K,RC3216,
  SMD_BOTTOM,R358,31.25,103.25,0,26.1K,RC3216,
  SMD_BOTTOM,R359,31.25,106.25,0,26.1K,RC3216,
  SMD_BOTTOM,R360,31.25,79.125,0,26.1K,RC3216,
  SMD_BOTTOM,R361,31.25,82.125,0,26.1K,RC3216,
  SMD_BOTTOM,R362,31.25,87.875,0,26.1K,RC3216,
  SMD_BOTTOM,R363,31.25,90.875,0,26.1K,RC3216,
  SMD_BOTTOM,R405,174.5,97.5,0,120,RC6432,
  SMD_BOTTOM,R406,174.5,93.5,0,120,RC6432,
  SMD_BOTTOM,R407,174.5,89.5,0,120,RC6432,
  SMD_BOTTOM,R408,174.5,85.5,0,120,RC6432,
  SMD_BOTTOM,R413,139.5,97.5,0,120,RC6432,
  SMD_BOTTOM,R414,139.5,85.5,0,120,RC6432,
  SMD_BOTTOM,R415,139.5,89.5,0,120,RC6432,
  SMD_BOTTOM,R416,139.5,93.5,0,120,RC6432,
  SMD_BOTTOM,R425,39.75,7,180,100K,RC1608,
  SMD_BOTTOM,R429,132.6,28,270,100,RC1005,
  SMD_BOTTOM,R46,134.8,61.4,90,100,RC1005,
  SMD_BOTTOM,R47,134.9,59,90,100,RC1005,
  SMD_BOTTOM,R53,130.9,46.2,270,10K,RC1608,
  SMD_BOTTOM,R58,133.7,59.1,270,0/DNI,RC1608,
  SMD_BOTTOM,R61,135.9,55.35,180,0/DNI,RC1005,
  SMD_BOTTOM,R64,135,56.9,180,0,RC1005,
  SMD_BOTTOM,R65,135.3,54.55,0,0,RC1005,
  SMD_BOTTOM,R66,132.8,54.5,0,0,RC1005,
  SMD_BOTTOM,R80,173,67,0,20,RC1005,
  SMD_BOTTOM,R82,173,56.5,0,20,RC1005,
  SMD_BOTTOM,R84,173,46,0,20,RC1005,
  SMD_BOTTOM,R86,173,35.5,0,20,RC1005,
  SMD_BOTTOM,R87,163.875,19.875,0,10K/DNI,RC1005,
  SMD_BOTTOM,R88,163.875,21.875,0,10K/DNI,RC1005,
  SMD_BOTTOM,R89,163.875,23.875,0,10K/DNI,RC1005,
  SMD_BOTTOM,R90,163.875,18.875,180,10K,RC1005,
  SMD_BOTTOM,R91,163.875,20.875,180,10K,RC1005,
  SMD_BOTTOM,R92,163.875,22.875,180,10K,RC1005,
  SMD_BOTTOM,R93,163.875,17.125,180,10K,RC1005,
  SMD_BOTTOM,R95,183.25,31.75,0,10K,RC1005,
  SMD_BOTTOM,R96,183.5,29.25,0,10K,RC1005,
  SMD_BOTTOM,R97,183.5,26.75,0,10K,RC1005,
  SMD_BOTTOM,R98,183.5,24.25,0,10K,RC1005,
  SMD_BOTTOM,U8,169.125,20,270,PCF8574PW,TSSOP20_4_4_6_4_0_65,
  SMD_BOTTOM,U9,176.5,19.5,180,74AHC30PW,TSSOP14_4_4_6_4_0_65,
 DIP_TOP,H1,5,115,0,PCB_HOLE,HOLE3_5,
 DIP_TOP,H2,195,115,0,PCB_HOLE,HOLE3_5,
 DIP_TOP,H3,5,5,0,PCB_HOLE,HOLE3_5,
 DIP_TOP,H4,195,5,0,PCB_HOLE,HOLE3_5,
 DIP_TOP,J1,123,45.5,90,HEADER_2.54mm_2ROW_4P,HEADER2X4_2_54MM,
 DIP_TOP,J10,23,8.25,0,Pin__Header_2.54mm_1row_6P,HEADER6,
 DIP_TOP,J13,1.5,23.25,270,ZX360D-B-10P,ZX360D-B-10P,
 DIP_TOP,J14,23,4.5,0,Pin__Header_2.54mm_1row_7p,HEADER7,
 DIP_TOP,J17,193,60,270,FX18-120S-0.8SV15,FX18-120S_0_8SV15-HRS,
 DIP_TOP,J18,110.75,9.75,0,HEADER_2.54mm_2ROW_4P,HEADER2X4_2_54MM,
 DIP_TOP,J3,78.5,45.25,0,1__PIN__HDR,1PIN-HDR,
 DIP_TOP,J4,81.25,43.5,0,1__PIN__HDR,1PIN-HDR,
 DIP_TOP,J5,78.5,41.75,0,1__PIN__HDR,1PIN-HDR,
 DIP_TOP,J6,81.5,40,0,1__PIN__HDR,1PIN-HDR,
 DIP_TOP,J7,78.5,38.25,0,1__PIN__HDR,1PIN-HDR,
 DIP_TOP,TH1,26.25,97.625,180,HV_AHVP1,1PIN-HDR,
 DIP_TOP,TH10,16,46,180,D2VP,1PIN-HDR,
 DIP_TOP,TH11,16,57.75,180,A3V5P,1PIN-HDR,
 DIP_TOP,TH12,122.4,106,180,GND,1PIN-HDR,
 DIP_TOP,TH13,170,29.6,180,GND,1PIN-HDR,
 DIP_TOP,TH14,26.25,74.75,180,GND,1PIN-HDR,
 DIP_TOP,TH15,78,68.5,0,A3V3P_PLS,1PIN-HDR,
 DIP_TOP,TH17,119,76.75,0,A3V3N_PLS,1PIN-HDR,
 DIP_TOP,TH18,50,55.5,0,D2V5P_FPGA,1PIN-HDR,
 DIP_TOP,TH2,26.25,105.25,180,HV_AHVN1,1PIN-HDR,
 DIP_TOP,TH22,50,68.5,0,A1V9P_AFE,1PIN-HDR,
 DIP_TOP,TH26,41,42.5,0,D1V2P_AFE,1PIN-HDR,
 DIP_TOP,TH27,51.25,86.75,0,PPMIX_10VP,1PIN-HDR,
 DIP_TOP,TH3,26.25,81.125,180,HV_AHVP2,1PIN-HDR,
 DIP_TOP,TH30,61.25,99,0,A5VP_CW,1PIN-HDR,
 DIP_TOP,TH31,75,84,0,A5VN_CW,1PIN-HDR,
 DIP_TOP,TH33,77,96.25,0,REF_2V5P,1PIN-HDR,
 DIP_TOP,TH35,62.5,104.25,0,AD_3.3VP,1PIN-HDR,
 DIP_TOP,TH39,53,40,0,D1VP_VCCINT,1PIN-HDR,
 DIP_TOP,TH4,26.25,89.875,180,HV_AHVN2,1PIN-HDR,
 DIP_TOP,TH41,35,56.25,0,A5VP_ADC,1PIN-HDR,
 DIP_TOP,TH42,74.25,51,0,D1VP_VCCINT,1PIN-HDR,
 DIP_TOP,TH43,60,39.4,0,D1V8P_FPGA,1PIN-HDR,
 DIP_TOP,TH44,62,7,0,A3V3P_VCNTL,1PIN-HDR,
 DIP_TOP,TH45,73.5,8.5,0,A3.3VN_VCNTL,1PIN-HDR,
 DIP_TOP,TH46,151.7,17.8,0,A5VP_AFE,1PIN-HDR,
 DIP_TOP,TH5,16,51.5,180,A12VP,1PIN-HDR,
 DIP_TOP,TH7,16,69.75,180,A5VN,1PIN-HDR,
 DIP_TOP,TH8,16,64.5,180,D6VP,1PIN-HDR,
 DIP_TOP,TH9,16,38.75,180,D3V3P,1PIN-HDR,
DIP_BOTTOM,J12,7,60,270,8832E-060FS-N-F,8832E-060-FS-N-F,
